,card_company,region,type_of_business,amount
3733,h,경북 포항시,의복 소매업,5571.428571428572
3734,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2631.428571428572
3735,a,경북 포항시,애완용 동물 및 관련용품 소매업,6428.571428571428
3736,e,경북 포항시,의복 소매업,5428.571428571428
3737,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4842.857142857143
3738,a,경북 포항시,의복 소매업,5428.571428571428
3739,f,경북 포항시,한식 음식점업,9142.857142857143
3740,a,경북 포항시,한식 음식점업,3285.714285714286
3741,e,경북 포항시,한식 음식점업,5571.428571428572
3742,e,경북 포항시,한식 음식점업,2857.142857142857
3743,h,경북 포항시,한식 음식점업,2142.8571428571427
3744,c,경북 포항시,한식 음식점업,3428.5714285714284
3745,b,경북 포항시,애완용 동물 및 관련용품 소매업,3000.0
3746,d,경북 포항시,애완용 동물 및 관련용품 소매업,6428.571428571428
3747,b,경북 포항시,한식 음식점업,2285.714285714286
3748,f,경북 포항시,한식 음식점업,4428.571428571428
3749,e,경북 포항시,한식 음식점업,3000.0
3750,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2091.428571428572
3751,a,경북 포항시,한식 음식점업,2428.5714285714284
3752,h,경북 포항시,애완용 동물 및 관련용품 소매업,8857.142857142857
3753,b,경북 포항시,한식 음식점업,2428.5714285714284
3754,b,경북 포항시,한식 음식점업,4571.428571428572
3755,a,경북 포항시,한식 음식점업,3142.857142857143
3756,a,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
3757,c,경북 포항시,애완용 동물 및 관련용품 소매업,17142.85714285714
3758,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3342.857142857143
3759,g,경북 포항시,애완용 동물 및 관련용품 소매업,3571.428571428572
3760,c,경북 포항시,의복 소매업,6714.285714285716
3761,e,경북 포항시,애완용 동물 및 관련용품 소매업,15714.285714285714
3762,a,경북 포항시,한식 음식점업,4428.571428571428
3763,c,경북 포항시,한식 음식점업,1857.142857142857
3764,a,경북 포항시,한식 음식점업,3571.428571428572
3765,g,경북 포항시,한식 음식점업,3142.857142857143
3766,e,경북 포항시,한식 음식점업,9714.285714285714
3767,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4985.714285714285
3768,d,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3769,c,경북 포항시,한식 음식점업,2428.5714285714284
3770,a,경북 포항시,한식 음식점업,2571.428571428572
3771,b,경북 포항시,한식 음식점업,4228.571428571428
3772,f,경북 포항시,한식 음식점업,3142.857142857143
3773,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3357.142857142857
3774,b,경북 포항시,애완용 동물 및 관련용품 소매업,3571.428571428572
3775,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4902.857142857143
3776,f,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3777,f,경북 포항시,한식 음식점업,6000.0
3778,a,경북 포항시,한식 음식점업,4714.285714285715
3779,c,경북 포항시,한식 음식점업,3857.142857142857
3780,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2588.5714285714284
3781,e,경북 포항시,한식 음식점업,4428.571428571428
3782,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3783,a,경북 포항시,한식 음식점업,6428.571428571428
3784,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3931.428571428572
3785,a,경북 포항시,의복 소매업,4571.428571428572
3786,a,경북 포항시,한식 음식점업,3285.714285714286
3787,b,경북 포항시,한식 음식점업,4857.142857142857
3788,a,경북 포항시,의복 소매업,6000.0
3789,c,경북 포항시,의복 소매업,4857.142857142857
3790,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2045.7142857142856
3791,f,경북 포항시,애완용 동물 및 관련용품 소매업,1142.857142857143
3792,a,경북 포항시,한식 음식점업,9714.285714285714
3793,c,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3794,h,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2631.428571428572
3795,b,경북 포항시,한식 음식점업,2285.714285714286
3796,d,경북 포항시,의복 소매업,5142.857142857143
3797,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2688.5714285714284
3798,d,경북 포항시,의복 소매업,4571.428571428572
3799,a,경북 포항시,한식 음식점업,3285.714285714286
3800,b,경북 포항시,의복 소매업,3142.857142857143
3801,h,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3802,a,경북 포항시,의복 소매업,7428.571428571428
3803,d,경북 포항시,애완용 동물 및 관련용품 소매업,8571.42857142857
3804,f,경북 포항시,한식 음식점업,8428.57142857143
3805,b,경북 포항시,한식 음식점업,2142.8571428571427
3806,h,경북 포항시,한식 음식점업,6142.857142857143
3807,a,경북 포항시,한식 음식점업,3428.5714285714284
3808,a,경북 포항시,의복 소매업,8714.285714285714
3809,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2702.857142857143
3810,b,경북 포항시,한식 음식점업,2571.428571428572
3811,b,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3812,d,경북 포항시,의복 소매업,11285.714285714286
3813,d,경북 포항시,애완용 동물 및 관련용품 소매업,2714.285714285714
3814,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4842.857142857143
3815,c,경북 포항시,의복 소매업,28285.714285714286
3816,b,경북 포항시,의복 소매업,4142.857142857143
3817,a,경북 포항시,한식 음식점업,3285.714285714286
3818,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3760.0
3819,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3820,d,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
3821,e,경북 포항시,의복 소매업,17857.14285714286
3822,d,경북 포항시,한식 음식점업,10857.142857142857
3823,f,경북 포항시,한식 음식점업,3285.714285714286
3824,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4128.571428571428
3825,a,경북 포항시,한식 음식점업,3714.285714285714
3826,h,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3827,e,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3828,d,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3829,e,경북 포항시,한식 음식점업,3285.714285714286
3830,c,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3831,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2091.428571428572
3832,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3417.142857142857
3833,d,경북 포항시,한식 음식점업,2000.0
3834,c,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3835,f,경북 포항시,한식 음식점업,2714.285714285714
3836,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4985.714285714285
3837,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2617.142857142857
3838,f,경북 포항시,한식 음식점업,3285.714285714286
3839,a,경북 포항시,한식 음식점업,2285.714285714286
3840,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4842.857142857143
3841,h,경북 포항시,의복 소매업,14428.571428571431
3842,b,경북 포항시,의복 소매업,6714.285714285716
3843,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4842.857142857143
3844,g,경북 포항시,한식 음식점업,3571.428571428572
3845,f,경북 포항시,애완용 동물 및 관련용품 소매업,9285.714285714286
3846,g,경북 포항시,한식 음식점업,5000.0
3847,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2631.428571428572
3848,c,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3849,d,경북 포항시,애완용 동물 및 관련용품 소매업,3142.857142857143
3850,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2631.428571428572
3851,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
3852,a,경북 포항시,한식 음식점업,3285.714285714286
3853,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2614.285714285714
3854,a,경북 포항시,한식 음식점업,2142.8571428571427
3855,d,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3856,c,경북 포항시,한식 음식점업,4000.0
3857,d,경북 포항시,애완용 동물 및 관련용품 소매업,8571.42857142857
3858,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1771.428571428571
3859,f,경북 포항시,한식 음식점업,3285.714285714286
3860,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
3861,g,경북 포항시,애완용 동물 및 관련용품 소매업,7857.142857142857
3862,a,경북 포항시,한식 음식점업,3285.714285714286
3863,a,경북 포항시,애완용 동물 및 관련용품 소매업,1714.2857142857142
3864,c,경북 포항시,한식 음식점업,4100.0
3865,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2274.285714285714
3866,f,경북 포항시,애완용 동물 및 관련용품 소매업,1714.2857142857142
3867,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
3868,e,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3869,e,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3870,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3642.857142857143
3871,b,경북 포항시,한식 음식점업,3571.428571428572
3872,e,경북 포항시,한식 음식점업,2571.428571428572
3873,a,경북 포항시,한식 음식점업,3142.857142857143
3874,a,경북 포항시,한식 음식점업,2428.5714285714284
3875,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",5614.285714285716
3876,c,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3877,c,경북 포항시,한식 음식점업,2142.8571428571427
3878,a,경북 포항시,한식 음식점업,2428.5714285714284
3879,g,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
3880,d,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3881,h,경북 포항시,한식 음식점업,3228.5714285714284
3882,g,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3883,d,경북 포항시,한식 음식점업,1400.0
3884,a,경북 포항시,의복 소매업,3142.857142857143
3885,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2760.0
3886,a,경북 포항시,의복 소매업,4285.714285714285
3887,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3088.5714285714284
3888,c,경북 포항시,애완용 동물 및 관련용품 소매업,8571.42857142857
3889,c,경북 포항시,한식 음식점업,7714.285714285716
3890,e,경북 포항시,의복 소매업,3142.857142857143
3891,h,경북 포항시,한식 음식점업,5085.714285714285
3892,b,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3893,c,경북 포항시,애완용 동물 및 관련용품 소매업,10000.0
3894,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2091.428571428572
3895,d,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3896,f,경북 포항시,한식 음식점업,2285.714285714286
3897,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3898,c,경북 포항시,애완용 동물 및 관련용품 소매업,10714.285714285714
3899,b,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3900,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2631.428571428572
3901,c,경북 포항시,한식 음식점업,3285.714285714286
3902,g,경북 포항시,한식 음식점업,2571.428571428572
3903,a,경북 포항시,의복 소매업,8857.142857142857
3904,e,경북 포항시,한식 음식점업,2714.285714285714
3905,a,경북 포항시,의복 소매업,3428.5714285714284
3906,a,경북 포항시,한식 음식점업,3142.857142857143
3907,a,경북 포항시,한식 음식점업,3000.0
3908,e,경북 포항시,한식 음식점업,11385.714285714286
3909,d,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",9828.57142857143
3910,b,경북 포항시,한식 음식점업,4428.571428571428
3911,c,경북 포항시,한식 음식점업,2428.5714285714284
3912,b,경북 포항시,한식 음식점업,3142.857142857143
3913,a,경북 포항시,한식 음식점업,7371.428571428572
3914,b,경북 포항시,한식 음식점업,7142.857142857143
3915,b,경북 포항시,한식 음식점업,2571.428571428572
3916,e,경북 포항시,애완용 동물 및 관련용품 소매업,1428.571428571429
3917,a,경북 포항시,한식 음식점업,3857.142857142857
3918,a,경북 포항시,의복 소매업,4142.857142857143
3919,a,경북 포항시,한식 음식점업,3285.714285714286
3920,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
3921,d,경북 포항시,애완용 동물 및 관련용품 소매업,1142.857142857143
3922,a,경북 포항시,한식 음식점업,3571.428571428572
3923,a,경북 포항시,애완용 동물 및 관련용품 소매업,3571.428571428572
3924,a,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3925,c,경북 포항시,한식 음식점업,2142.8571428571427
3926,f,경북 포항시,한식 음식점업,3142.857142857143
3927,h,경북 포항시,한식 음식점업,5571.428571428572
3928,a,경북 포항시,한식 음식점업,4571.428571428572
3929,a,경북 포항시,한식 음식점업,3000.0
3930,f,경북 포항시,한식 음식점업,4214.285714285715
3931,h,경북 포항시,애완용 동물 및 관련용품 소매업,14285.714285714286
3932,a,경북 포항시,한식 음식점업,4714.285714285715
3933,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3934,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1400.0
3935,h,경북 포항시,의복 소매업,4571.428571428572
3936,d,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3937,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3938,c,경북 포항시,한식 음식점업,4000.0
3939,c,경북 포항시,한식 음식점업,3428.5714285714284
3940,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2985.714285714286
3941,b,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3942,b,경북 포항시,한식 음식점업,2142.8571428571427
3943,a,경북 포항시,의복 소매업,6857.142857142857
3944,h,경북 포항시,한식 음식점업,4428.571428571428
3945,a,경북 포항시,한식 음식점업,6571.428571428572
3946,a,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3947,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1257.142857142857
3948,f,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3949,b,경북 포항시,애완용 동물 및 관련용품 소매업,2142.8571428571427
3950,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3857.142857142857
3951,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3842.857142857143
3952,b,경북 포항시,애완용 동물 및 관련용품 소매업,7857.142857142857
3953,f,경북 포항시,한식 음식점업,2857.142857142857
3954,c,경북 포항시,의복 소매업,20857.14285714286
3955,d,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
3956,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2185.714285714286
3957,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",7991.428571428572
3958,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",857.1428571428571
3959,c,경북 포항시,애완용 동물 및 관련용품 소매업,12142.857142857143
3960,d,경북 포항시,한식 음식점업,6428.571428571428
3961,c,경북 포항시,한식 음식점업,3714.285714285714
3962,d,경북 포항시,한식 음식점업,17171.428571428572
3963,d,경북 포항시,한식 음식점업,2428.5714285714284
3964,c,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3965,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2614.285714285714
3966,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3985.714285714286
3967,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4205.714285714285
3968,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3174.285714285714
3969,a,경북 포항시,한식 음식점업,3857.142857142857
3970,b,경북 포항시,한식 음식점업,6571.428571428572
3971,a,경북 포항시,한식 음식점업,2571.428571428572
3972,a,경북 포항시,한식 음식점업,2571.428571428572
3973,a,경북 포항시,의복 소매업,11285.714285714286
3974,e,경북 포항시,애완용 동물 및 관련용품 소매업,2142.8571428571427
3975,a,경북 포항시,한식 음식점업,4000.0
3976,f,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3977,h,경북 포항시,의복 소매업,2714.285714285714
3978,h,경북 포항시,한식 음식점업,2571.428571428572
3979,f,경북 포항시,한식 음식점업,3142.857142857143
3980,h,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
3981,g,경북 포항시,애완용 동물 및 관련용품 소매업,3000.0
3982,a,경북 포항시,한식 음식점업,2428.5714285714284
3983,h,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
3984,c,경북 포항시,한식 음식점업,5571.428571428572
3985,a,경북 포항시,의복 소매업,5428.571428571428
3986,c,경북 포항시,한식 음식점업,2428.5714285714284
3987,d,경북 포항시,한식 음식점업,10771.42857142857
3988,c,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
3989,c,경북 포항시,한식 음식점업,2285.714285714286
3990,a,경북 포항시,한식 음식점업,3857.142857142857
3991,h,경북 포항시,의복 소매업,4857.142857142857
3992,d,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1805.7142857142856
3993,g,경북 포항시,애완용 동물 및 관련용품 소매업,9285.714285714286
3994,g,경북 포항시,의복 소매업,3428.5714285714284
3995,a,경북 포항시,한식 음식점업,1857.142857142857
3996,b,경북 포항시,한식 음식점업,2857.142857142857
3997,a,경북 포항시,한식 음식점업,3428.5714285714284
3998,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1742.857142857143
3999,a,경북 포항시,한식 음식점업,3685.714285714286
4000,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4271.428571428572
4001,c,경북 포항시,한식 음식점업,2714.285714285714
4002,b,경북 포항시,한식 음식점업,1857.142857142857
4003,b,경북 포항시,의복 소매업,7714.285714285716
4004,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4005,a,경북 포항시,의복 소매업,7142.857142857143
4006,g,경북 포항시,한식 음식점업,3142.857142857143
4007,e,경북 포항시,의복 소매업,6142.857142857143
4008,b,경북 포항시,한식 음식점업,5571.428571428572
4009,a,경북 포항시,한식 음식점업,6257.142857142857
4010,g,경북 포항시,한식 음식점업,3428.5714285714284
4011,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",-143.42857142857142
4012,f,경북 포항시,의복 소매업,6857.142857142857
4013,c,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
4014,a,경북 포항시,의복 소매업,7000.0
4015,f,경북 포항시,의복 소매업,10714.285714285714
4016,c,경북 포항시,한식 음식점업,3000.0
4017,g,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
4018,f,경북 포항시,한식 음식점업,3285.714285714286
4019,h,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2028.571428571429
4020,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2674.285714285714
4021,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3857.142857142857
4022,a,경북 포항시,한식 음식점업,3371.428571428572
4023,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2091.428571428572
4024,a,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4025,c,경북 포항시,의복 소매업,12714.285714285714
4026,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
4027,a,경북 포항시,의복 소매업,3857.142857142857
4028,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3088.5714285714284
4029,b,경북 포항시,한식 음식점업,2857.142857142857
4030,a,경북 포항시,한식 음식점업,3142.857142857143
4031,d,경북 포항시,한식 음식점업,5285.714285714285
4032,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3857.142857142857
4033,c,경북 포항시,의복 소매업,22571.42857142857
4034,b,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4035,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4036,g,경북 포항시,의복 소매업,27000.0
4037,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4928.571428571428
4038,f,경북 포항시,한식 음식점업,4571.428571428572
4039,e,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
4040,d,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4041,c,경북 포항시,한식 음식점업,2428.5714285714284
4042,e,경북 포항시,의복 소매업,11142.857142857143
4043,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2845.714285714286
4044,f,경북 포항시,한식 음식점업,3857.142857142857
4045,g,경북 포항시,한식 음식점업,4000.0
4046,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",21177.14285714286
4047,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1642.857142857143
4048,a,경북 포항시,애완용 동물 및 관련용품 소매업,2142.8571428571427
4049,b,경북 포항시,의복 소매업,6142.857142857143
4050,h,경북 포항시,애완용 동물 및 관련용품 소매업,7428.571428571428
4051,b,경북 포항시,애완용 동물 및 관련용품 소매업,6714.285714285716
4052,d,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3417.142857142857
4053,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2614.285714285714
4054,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2688.5714285714284
4055,d,경북 포항시,애완용 동물 및 관련용품 소매업,3571.428571428572
4056,c,경북 포항시,애완용 동물 및 관련용품 소매업,3142.857142857143
4057,b,경북 포항시,한식 음식점업,3285.714285714286
4058,a,경북 포항시,의복 소매업,7142.857142857143
4059,b,경북 포항시,한식 음식점업,1857.142857142857
4060,e,경북 포항시,한식 음식점업,5957.142857142857
4061,a,경북 포항시,한식 음식점업,3857.142857142857
4062,a,경북 포항시,의복 소매업,13428.571428571431
4063,a,경북 포항시,한식 음식점업,3428.5714285714284
4064,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1920.0
4065,c,경북 포항시,한식 음식점업,2428.5714285714284
4066,h,경북 포항시,애완용 동물 및 관련용품 소매업,12142.857142857143
4067,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3417.142857142857
4068,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",6177.142857142857
4069,h,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3088.5714285714284
4070,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4985.714285714285
4071,f,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
4072,b,경북 포항시,한식 음식점업,3571.428571428572
4073,g,경북 포항시,의복 소매업,2714.285714285714
4074,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4075,c,경북 포항시,한식 음식점업,2571.428571428572
4076,c,경북 포항시,한식 음식점업,2142.8571428571427
4077,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1671.428571428571
4078,b,경북 포항시,한식 음식점업,3000.0
4079,b,경북 포항시,애완용 동물 및 관련용품 소매업,11428.571428571431
4080,d,경북 포항시,한식 음식점업,3257.142857142857
4081,a,경북 포항시,한식 음식점업,2571.428571428572
4082,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
4083,b,경북 포항시,애완용 동물 및 관련용품 소매업,6428.571428571428
4084,d,경북 포항시,한식 음식점업,3714.285714285714
4085,h,경북 포항시,애완용 동물 및 관련용품 소매업,7142.857142857143
4086,a,경북 포항시,한식 음식점업,3671.428571428572
4087,b,경북 포항시,의복 소매업,5428.571428571428
4088,b,경북 포항시,한식 음식점업,5685.714285714284
4089,c,경북 포항시,한식 음식점업,2857.142857142857
4090,a,경북 포항시,의복 소매업,5428.571428571428
4091,c,경북 포항시,의복 소매업,6285.714285714284
4092,g,경북 포항시,한식 음식점업,2428.5714285714284
4093,e,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4094,a,경북 포항시,애완용 동물 및 관련용품 소매업,10857.142857142857
4095,b,경북 포항시,애완용 동물 및 관련용품 소매업,7142.857142857143
4096,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2520.0
4097,e,경북 포항시,한식 음식점업,2285.714285714286
4098,h,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4099,g,경북 포항시,한식 음식점업,3000.0
4100,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4388.571428571428
4101,b,경북 포항시,한식 음식점업,2714.285714285714
4102,d,경북 포항시,의복 소매업,5142.857142857143
4103,e,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4104,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",5302.857142857143
4105,c,경북 포항시,의복 소매업,14000.0
4106,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3417.142857142857
4107,f,경북 포항시,한식 음식점업,5285.714285714285
4108,c,경북 포항시,애완용 동물 및 관련용품 소매업,4714.285714285715
4109,a,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4110,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2828.5714285714284
4111,a,경북 포항시,애완용 동물 및 관련용품 소매업,2857.142857142857
4112,f,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4113,f,경북 포항시,애완용 동물 및 관련용품 소매업,5714.285714285716
4114,c,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4115,b,경북 포항시,한식 음식점업,2528.5714285714284
4116,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4271.428571428572
4117,e,경북 포항시,한식 음식점업,3371.428571428572
4118,e,경북 포항시,애완용 동물 및 관련용품 소매업,19857.14285714286
4119,h,경북 포항시,의복 소매업,3857.142857142857
4120,d,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",5120.0
4121,a,경북 포항시,애완용 동물 및 관련용품 소매업,3571.428571428572
4122,g,경북 포항시,한식 음식점업,2857.142857142857
4123,b,경북 포항시,한식 음식점업,3142.857142857143
4124,a,경북 포항시,의복 소매업,4142.857142857143
4125,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3088.5714285714284
4126,b,경북 포항시,한식 음식점업,2571.428571428572
4127,a,경북 포항시,애완용 동물 및 관련용품 소매업,2142.8571428571427
4128,b,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4129,f,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4130,f,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",5471.428571428572
4131,h,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2614.285714285714
4132,a,경북 포항시,한식 음식점업,3714.285714285714
4133,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2557.142857142857
4134,h,경북 포항시,한식 음식점업,3571.428571428572
4135,c,경북 포항시,한식 음식점업,4000.0
4136,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4137,a,경북 포항시,한식 음식점업,3285.714285714286
4138,g,경북 포항시,한식 음식점업,3285.714285714286
4139,a,경북 포항시,애완용 동물 및 관련용품 소매업,2142.8571428571427
4140,f,경북 포항시,의복 소매업,15714.285714285714
